created_at,iso,provider_id,measurements
2013-12-19 02:35:00,FR,10077,2
2013-12-19 02:35:00,GB,7844,2
2013-12-19 02:35:00,GB,7845,1
2013-12-19 02:35:00,GB,7859,1
2013-12-19 02:35:00,GB,8423,2
2013-12-19 02:35:00,GB,8593,3
2013-12-19 02:35:00,GB,10077,1
2013-12-19 02:35:00,IN,8593,1
2013-12-19 02:35:00,IN,10077,1
2013-12-19 02:35:00,JM,7844,2
2013-12-19 02:35:00,JM,7845,2
2013-12-19 02:35:00,JM,7859,2
2013-12-19 02:35:00,JM,8423,2
2013-12-19 02:35:00,JM,8506,2
2013-12-19 02:35:00,JM,8593,2
2013-12-19 02:35:00,JM,10052,2
2013-12-19 02:35:00,JM,10077,2
2013-12-19 02:35:00,MX,7844,1
2013-12-19 02:35:00,MX,7845,1
2013-12-19 02:35:00,MX,8593,1
2013-12-19 02:35:00,MX,10052,1
2013-12-19 02:35:00,MX,10077,1
2013-12-19 02:35:00,NG,7844,1
2013-12-19 02:35:00,NG,7859,1
2013-12-19 02:35:00,NG,8423,1
2013-12-19 02:35:00,NG,8506,1
2013-12-19 02:35:00,NG,10052,1
2013-12-19 02:35:00,NG,10077,1
2013-12-19 02:35:00,NO,8506,1
2013-12-19 02:35:00,NO,10077,1
2013-12-19 02:35:00,PE,7844,3
2013-12-19 02:35:00,PE,7845,2
2013-12-19 02:35:00,PE,7859,1
2013-12-19 02:35:00,PE,8423,3
2013-12-19 02:35:00,PE,8506,2
2013-12-19 02:35:00,PE,8593,4
2013-12-19 02:35:00,PE,10052,2
2013-12-19 02:35:00,PE,10077,3
2013-12-19 02:35:00,PT,8423,1
2013-12-19 02:35:00,RS,7844,2
2013-12-19 02:35:00,RS,7845,2
2013-12-19 02:35:00,RS,7859,2
2013-12-19 02:35:00,RS,8423,2
2013-12-19 02:35:00,RS,8506,2
2013-12-19 02:35:00,RS,8593,2
2013-12-19 02:35:00,RS,10052,2
2013-12-19 02:35:00,RS,10077,2
2013-12-19 02:35:00,RU,7844,5
2013-12-19 02:35:00,RU,7845,5
2013-12-19 02:35:00,RU,7859,5
2013-12-19 02:35:00,RU,8423,6
2013-12-19 02:35:00,RU,8506,6
2013-12-19 02:35:00,RU,8593,6
2013-12-19 02:35:00,RU,10052,5
2013-12-19 02:35:00,RU,10077,5
2013-12-19 02:35:00,SG,7845,1
2013-12-19 02:35:00,SG,7859,1
2013-12-19 02:35:00,SG,8423,1
2013-12-19 02:35:00,SG,8506,1
2013-12-19 02:35:00,US,7844,42
2013-12-19 02:35:00,US,7845,43
2013-12-19 02:35:00,US,7859,45
2013-12-19 02:35:00,US,8423,41
2013-12-19 02:35:00,US,8506,46
2013-12-19 02:35:00,US,8593,43
2013-12-19 02:35:00,US,10052,42
2013-12-19 02:35:00,US,10077,41
2013-12-19 02:36:00,AU,8423,2
2013-12-19 02:36:00,AU,8506,2
2013-12-19 02:36:00,AU,10052,2
2013-12-19 02:36:00,BN,7845,1
2013-12-19 02:36:00,BN,7859,1
2013-12-19 02:36:00,BR,7844,3
2013-12-19 02:36:00,BR,7845,3
